Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident
Cloudy,Highway,Night,1.0,100.0,4.0,0.0,Medium,Dry,Truck,66.0,37.0,Artificial Light,1.0
Rainy,Highway,Morning,1.0,80.0,2.0,0.0,Low,Wet,Car,48.0,8.0,Daylight,0.0
Foggy,Intersection,Night,2.0,30.0,4.0,0.0,High,Dry,Car,40.0,11.0,Dark,1.0
Rainy,Rural Road,Evening,1.0,100.0,5.0,0.0,Medium,Wet,Car,47.0,22.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,30.0,1.0,0.0,Low,Dry,Car,39.0,10.0,Artificial Light,0.0
Cloudy,City Road,Evening,1.0,60.0,4.0,0.0,High,Under Construction,Car,55.0,16.0,Artificial Light,1.0
Clear,Intersection,Evening,1.0,40.0,1.0,0.0,Medium,Dry,Car,20.0,1.0,Daylight,0.0
Rainy,Highway,Afternoon,2.0,80.0,3.0,0.0,High,Wet,Car,47.0,4.0,Daylight,0.0
Rainy,Highway,Evening,3.0,120.0,5.0,0.0,Low,Wet,Motorcycle,66.0,25.0,Artificial Light,1.0
Clear,City Road,Evening,1.0,40.0,4.0,0.1,High,Under Construction,Car,39.0,9.0,Dawn/Dusk,1.0
Clear,Highway,Morning,1.0,80.0,5.0,0.0,Medium,Dry,Car,46.0,1.0,Daylight,1.0
Rainy,City Road,Afternoon,1.0,30.0,1.0,0.0,Low,Icy,Car,42.0,16.0,Daylight,1.0
Rainy,Intersection,Evening,2.0,40.0,2.0,0.0,Medium,Wet,Car,61.0,15.0,Artificial Light,0.0
Clear,Intersection,Night,1.0,20.0,3.0,0.0,Low,Dry,Car,35.0,14.0,Artificial Light,1.0
Rainy,Rural Road,Morning,1.0,60.0,1.0,0.0,High,Wet,Bus,67.0,36.0,Dawn/Dusk,1.0
Cloudy,Highway,Morning,3.0,80.0,3.0,0.0,Fatal,Dry,Car,28.0,5.0,Daylight,0.0
Clear,Highway,Night,1.0,120.0,4.0,0.0,Low,Under Construction,Car,69.0,45.0,Dark,1.0
Foggy,Intersection,Evening,2.0,40.0,2.0,0.0,Medium,Wet,Car,45.0,11.0,Dawn/Dusk,0.0
Rainy,Rural Road,Morning,1.0,60.0,5.0,0.0,Low,Wet,Car,29.0,9.0,Daylight,0.0
Clear,Rural Road,Night,2.0,60.0,3.0,0.0,Low,Dry,Car,62.0,37.0,Artificial Light,0.0
Clear,City Road,Evening,1.0,40.0,3.0,0.0,Fatal,Dry,Car,62.0,15.0,Artificial Light,1.0
Rainy,City Road,Evening,2.0,40.0,3.0,0.0,Medium,Wet,Car,69.0,1.0,Artificial Light,1.0
Snowy,Highway,Afternoon,2.0,120.0,2.0,0.0,Medium,Icy,Motorcycle,72.0,12.0,Daylight,1.0
Foggy,City Road,Morning,3.0,30.0,5.0,0.0,Medium,Dry,Car,64.0,11.0,Daylight,0.0
Rainy,Rural Road,Morning,1.0,100.0,1.0,0.0,Medium,Icy,Car,41.0,19.0,Daylight,0.0
Clear,City Road,Evening,2.0,40.0,2.0,0.0,Medium,Dry,Car,40.0,5.0,Daylight,0.0
Snowy,Rural Road,Afternoon,2.0,100.0,4.0,0.0,Low,Wet,Car,49.0,11.0,Daylight,1.0
Foggy,City Road,Afternoon,2.0,40.0,1.0,0.0,Medium,Dry,Bus,29.0,4.0,Daylight,1.0
Rainy,City Road,Night,1.0,50.0,3.0,0.0,Low,Wet,Truck,46.0,21.0,Dark,1.0
Cloudy,Highway,Morning,3.0,120.0,3.0,0.0,Low,Dry,Car,61.0,25.0,Daylight,1.0
Clear,City Road,Morning,2.0,40.0,1.0,0.0,High,Dry,Car,48.0,25.0,Daylight,0.0
Snowy,Highway,Morning,1.0,80.0,2.0,0.0,Medium,Wet,Car,39.0,11.0,Daylight,0.0
Clear,Highway,Morning,2.0,120.0,1.0,0.06,Medium,Under Construction,Car,55.0,3.0,Daylight,1.0
Foggy,Rural Road,Evening,1.0,100.0,1.0,0.0,Low,Dry,Car,46.0,17.0,Artificial Light,0.0
Cloudy,Intersection,Night,2.0,40.0,2.0,0.0,Low,Dry,Truck,63.0,13.0,Artificial Light,1.0
Rainy,City Road,Night,1.0,50.0,3.0,0.12,Medium,Icy,Car,19.0,1.0,Artificial Light,1.0
Cloudy,Intersection,Afternoon,1.0,20.0,1.0,0.0,Medium,Dry,Car,49.0,28.0,Daylight,0.0
Snowy,Highway,Morning,2.0,100.0,5.0,0.0,Low,Wet,Car,25.0,3.0,Daylight,1.0
Clear,City Road,Evening,2.0,60.0,1.0,0.08,Fatal,Dry,Car,39.0,2.0,Artificial Light,1.0
Clear,Highway,Afternoon,2.0,100.0,3.0,0.0,Low,Dry,Bus,70.0,42.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,100.0,2.0,0.0,Medium,Dry,Car,54.0,31.0,Daylight,0.0
Clear,City Road,Morning,3.0,30.0,5.0,0.0,Fatal,Under Construction,Car,18.0,0.0,Daylight,1.0
Foggy,City Road,Evening,3.0,60.0,5.0,0.0,Medium,Dry,Bus,28.0,8.0,Daylight,0.0
Rainy,Highway,Evening,3.0,80.0,3.0,0.0,Low,Wet,Truck,26.0,6.0,Artificial Light,0.0
Clear,Highway,Morning,4.0,80.0,1.0,0.0,Medium,Dry,Car,25.0,2.0,Daylight,0.0
Cloudy,Highway,Night,4.0,100.0,3.0,0.0,Low,Dry,Van,67.0,45.0,Artificial Light,0.0
Rainy,Highway,Morning,3.0,80.0,3.0,0.02,Medium,Wet,Car,70.0,25.0,Daylight,1.0
Rainy,Highway,Night,2.0,120.0,5.0,0.0,Low,Wet,Car,44.0,0.0,Dark,1.0
Rainy,City Road,Afternoon,1.0,40.0,3.0,0.0,Medium,Icy,Bus,28.0,2.0,Daylight,1.0
Clear,City Road,Night,1.0,50.0,1.0,0.05,Medium,Dry,Car,44.0,0.0,Dark,0.0
Rainy,Highway,Night,3.0,100.0,4.0,0.0,Medium,Icy,Truck,45.0,24.0,Artificial Light,1.0
Clear,City Road,Morning,2.0,40.0,4.0,0.0,High,Dry,Bus,44.0,19.0,Daylight,0.0
Foggy,Highway,Morning,3.0,100.0,4.0,0.0,Low,Wet,Motorcycle,71.0,50.0,Dawn/Dusk,1.0
Rainy,City Road,Afternoon,3.0,60.0,2.0,0.0,Medium,Wet,Van,59.0,19.0,Daylight,1.0
Rainy,City Road,Night,3.0,40.0,1.0,0.0,Low,Icy,Motorcycle,50.0,28.0,Artificial Light,1.0
Clear,Highway,Night,4.0,120.0,3.0,0.0,Low,Dry,Truck,44.0,13.0,Artificial Light,1.0
Clear,City Road,Afternoon,1.0,50.0,4.0,0.0,High,Dry,Truck,30.0,11.0,Daylight,0.0
Clear,Highway,Evening,1.0,100.0,5.0,0.0,Low,Under Construction,Car,74.0,26.0,Artificial Light,1.0
Clear,City Road,Evening,2.0,40.0,5.0,0.0,Low,Dry,Car,51.0,25.0,Dawn/Dusk,1.0
Clear,City Road,Evening,1.0,60.0,1.0,0.0,Low,Dry,Truck,38.0,5.0,Dawn/Dusk,1.0
Clear,Rural Road,Morning,1.0,60.0,3.0,0.0,Low,Dry,Car,57.0,27.0,Daylight,0.0
Foggy,Rural Road,Afternoon,1.0,100.0,1.0,0.0,Low,Dry,Truck,38.0,18.0,Daylight,0.0
Clear,Highway,Evening,4.0,80.0,5.0,0.0,Low,Dry,Car,20.0,2.0,Artificial Light,1.0
Clear,City Road,Evening,3.0,40.0,1.0,0.0,Medium,Dry,Car,46.0,7.0,Daylight,0.0
Clear,Intersection,Night,2.0,40.0,1.0,0.0,Fatal,Under Construction,Car,42.0,0.0,Dark,1.0
Snowy,City Road,Evening,3.0,30.0,3.0,0.0,Low,Icy,Motorcycle,53.0,1.0,Artificial Light,1.0
Clear,Rural Road,Evening,2.0,60.0,3.0,0.0,Fatal,Dry,Bus,70.0,35.0,Dawn/Dusk,1.0
Rainy,City Road,Night,2.0,40.0,2.0,0.02,Low,Icy,Car,26.0,8.0,Artificial Light,1.0
Clear,City Road,Afternoon,3.0,40.0,2.0,0.0,High,Dry,Truck,41.0,1.0,Daylight,1.0
Clear,City Road,Afternoon,2.0,40.0,5.0,0.0,Medium,Dry,Car,74.0,14.0,Dawn/Dusk,1.0
Clear,City Road,Night,1.0,30.0,1.0,0.0,High,Under Construction,Car,25.0,1.0,Dark,1.0
Rainy,Rural Road,Afternoon,2.0,60.0,2.0,0.0,Medium,Wet,Truck,59.0,39.0,Daylight,0.0
Cloudy,Intersection,Afternoon,2.0,30.0,2.0,0.0,Low,Dry,Car,47.0,24.0,Dawn/Dusk,1.0
Foggy,Highway,Evening,2.0,80.0,2.0,0.0,Low,Dry,Car,32.0,0.0,Daylight,0.0
Clear,Rural Road,Morning,2.0,100.0,5.0,0.0,Fatal,Dry,Truck,52.0,23.0,Daylight,1.0
Clear,Rural Road,Night,2.0,80.0,4.0,0.0,High,Under Construction,Motorcycle,41.0,4.0,Dark,0.0
Clear,Highway,Afternoon,4.0,120.0,5.0,0.0,Low,Dry,Van,44.0,14.0,Daylight,0.0
Clear,Rural Road,Afternoon,1.0,80.0,3.0,0.0,High,Dry,Car,33.0,13.0,Daylight,0.0
Rainy,Highway,Evening,1.0,80.0,5.0,0.03,Low,Wet,Car,21.0,2.0,Artificial Light,1.0
Clear,Rural Road,Afternoon,1.0,100.0,3.0,0.0,Medium,Dry,Bus,42.0,11.0,Daylight,0.0
Foggy,Rural Road,Night,1.0,100.0,2.0,0.0,Low,Dry,Car,31.0,13.0,Artificial Light,1.0
Clear,Rural Road,Morning,2.0,80.0,5.0,0.0,High,Dry,Van,73.0,25.0,Daylight,1.0
Rainy,Rural Road,Morning,1.0,60.0,2.0,0.0,Fatal,Wet,Bus,42.0,12.0,Daylight,1.0
Foggy,City Road,Night,2.0,30.0,2.0,0.0,Low,Wet,Truck,56.0,30.0,Artificial Light,0.0
Snowy,Highway,Morning,3.0,80.0,5.0,0.0,Low,Wet,Car,49.0,11.0,Daylight,1.0
Foggy,City Road,Night,2.0,40.0,1.0,0.0,Medium,Wet,Car,73.0,5.0,Dark,1.0
Rainy,Highway,Morning,4.0,80.0,2.0,0.0,Low,Wet,Car,59.0,36.0,Daylight,0.0
Clear,City Road,Night,3.0,50.0,2.0,0.08,Medium,Under Construction,Car,45.0,14.0,Artificial Light,1.0
Rainy,Highway,Afternoon,3.0,120.0,4.0,0.12,Medium,Icy,Car,46.0,9.0,Daylight,1.0
Foggy,Rural Road,Morning,1.0,100.0,4.0,0.0,Medium,Wet,Car,39.0,16.0,Dawn/Dusk,1.0
Clear,Rural Road,Evening,2.0,60.0,3.0,0.11,Medium,Dry,Truck,64.0,36.0,Artificial Light,0.0
Rainy,Highway,Morning,2.0,100.0,5.0,0.0,Low,Wet,Truck,47.0,4.0,Daylight,1.0
Cloudy,Intersection,Evening,2.0,40.0,2.0,0.0,Medium,Dry,Car,63.0,15.0,Artificial Light,0.0
Clear,City Road,Afternoon,3.0,60.0,4.0,0.0,Low,Dry,Car,25.0,6.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,60.0,5.0,0.0,High,Dry,Car,37.0,5.0,Daylight,1.0
Clear,Highway,Morning,2.0,120.0,1.0,0.0,Low,Dry,Car,23.0,4.0,Daylight,0.0
Cloudy,City Road,Night,2.0,60.0,2.0,0.08,Medium,Dry,Car,74.0,38.0,Dark,1.0
Clear,City Road,Night,2.0,50.0,4.0,0.0,Low,Dry,Car,50.0,14.0,Artificial Light,1.0
Foggy,Highway,Morning,1.0,120.0,1.0,0.15,Medium,Wet,Truck,61.0,23.0,Dawn/Dusk,1.0
Clear,City Road,Afternoon,1.0,60.0,2.0,0.03,High,Dry,Van,42.0,23.0,Daylight,1.0
Rainy,Highway,Morning,1.0,120.0,5.0,0.0,Medium,Wet,Van,65.0,41.0,Dawn/Dusk,1.0
Rainy,City Road,Afternoon,3.0,40.0,1.0,0.0,Low,Icy,Motorcycle,47.0,25.0,Daylight,1.0
Cloudy,City Road,Evening,1.0,50.0,2.0,0.14,Low,Under Construction,Car,62.0,27.0,Daylight,1.0
Rainy,City Road,Evening,2.0,30.0,3.0,0.0,High,Icy,Car,62.0,43.0,Daylight,1.0
Clear,City Road,Afternoon,1.0,30.0,4.0,0.09,Medium,Dry,Car,34.0,5.0,Daylight,1.0
Snowy,Rural Road,Afternoon,2.0,80.0,3.0,0.0,High,Wet,Car,32.0,11.0,Daylight,0.0
Rainy,Intersection,Morning,2.0,40.0,1.0,0.0,Low,Icy,Car,49.0,24.0,Daylight,1.0
Foggy,City Road,Morning,2.0,30.0,5.0,0.0,Low,Wet,Car,28.0,7.0,Dawn/Dusk,1.0
Clear,Highway,Afternoon,1.0,100.0,3.0,0.0,High,Dry,Car,67.0,30.0,Dawn/Dusk,1.0
Clear,City Road,Evening,1.0,40.0,4.0,0.07,Low,Dry,Car,52.0,8.0,Artificial Light,1.0
Cloudy,Highway,Night,4.0,100.0,1.0,0.0,Medium,Dry,Car,73.0,40.0,Artificial Light,0.0
Cloudy,City Road,Morning,1.0,60.0,5.0,0.0,Low,Under Construction,Car,36.0,15.0,Daylight,0.0
Cloudy,Rural Road,Evening,1.0,80.0,3.0,0.0,Medium,Dry,Car,25.0,6.0,Artificial Light,1.0
Rainy,Highway,Afternoon,1.0,120.0,4.0,0.0,Low,Wet,Van,32.0,5.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,30.0,1.0,0.0,Low,Dry,Bus,54.0,24.0,Daylight,0.0
Cloudy,Rural Road,Morning,1.0,100.0,4.0,0.09,Medium,Dry,Bus,22.0,1.0,Daylight,1.0
Rainy,City Road,Night,3.0,30.0,2.0,0.06,Medium,Wet,Bus,28.0,6.0,Artificial Light,1.0
Clear,Rural Road,Morning,1.0,60.0,1.0,0.0,Low,Dry,Motorcycle,45.0,5.0,Daylight,0.0
Clear,City Road,Afternoon,3.0,40.0,3.0,0.0,Low,Dry,Car,21.0,1.0,Daylight,0.0
Rainy,Intersection,Evening,2.0,20.0,4.0,0.0,Low,Wet,Car,72.0,5.0,Dawn/Dusk,1.0
Cloudy,Highway,Morning,2.0,120.0,1.0,0.0,Low,Dry,Car,26.0,6.0,Dawn/Dusk,0.0
Clear,Rural Road,Evening,1.0,80.0,2.0,0.0,Medium,Dry,Car,30.0,5.0,Dawn/Dusk,0.0
Snowy,City Road,Night,1.0,40.0,5.0,0.0,Medium,Icy,Motorcycle,35.0,5.0,Artificial Light,0.0
Clear,Rural Road,Evening,2.0,80.0,2.0,0.0,Low,Dry,Car,53.0,5.0,Artificial Light,0.0
Clear,City Road,Afternoon,3.0,60.0,1.0,0.0,Low,Dry,Car,34.0,0.0,Daylight,1.0
Clear,City Road,Afternoon,2.0,60.0,5.0,0.0,Medium,Dry,Car,62.0,21.0,Daylight,0.0
Cloudy,Rural Road,Afternoon,2.0,80.0,4.0,0.0,Low,Dry,Car,50.0,20.0,Daylight,0.0
Foggy,Rural Road,Evening,2.0,100.0,3.0,0.0,Low,Wet,Car,46.0,23.0,Dawn/Dusk,1.0
Foggy,Rural Road,Morning,2.0,100.0,1.0,0.0,Low,Dry,Car,73.0,41.0,Daylight,1.0
Rainy,City Road,Evening,1.0,30.0,5.0,0.09,Medium,Icy,Bus,66.0,36.0,Artificial Light,1.0
Rainy,City Road,Evening,1.0,50.0,3.0,0.0,Medium,Icy,Car,31.0,8.0,Daylight,1.0
Clear,City Road,Evening,2.0,60.0,1.0,0.0,Medium,Under Construction,Car,51.0,2.0,Dawn/Dusk,1.0
Foggy,Rural Road,Evening,1.0,100.0,5.0,0.0,Low,Dry,Bus,62.0,3.0,Artificial Light,1.0
Clear,City Road,Night,2.0,40.0,2.0,0.09,Fatal,Dry,Truck,63.0,9.0,Dark,1.0
Cloudy,Highway,Evening,4.0,100.0,4.0,0.0,Medium,Dry,Car,43.0,12.0,Artificial Light,0.0
Clear,City Road,Night,1.0,50.0,1.0,0.02,Low,Dry,Car,27.0,1.0,Artificial Light,0.0
Foggy,Highway,Morning,3.0,120.0,2.0,0.0,Low,Wet,Car,52.0,15.0,Daylight,1.0
Cloudy,Rural Road,Evening,2.0,100.0,5.0,0.13,High,Dry,Motorcycle,62.0,12.0,Daylight,1.0
Rainy,Rural Road,Night,2.0,60.0,1.0,0.0,Medium,Wet,Car,58.0,18.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,50.0,4.0,0.1,Low,Dry,Motorcycle,72.0,48.0,Artificial Light,1.0
Rainy,City Road,Afternoon,3.0,60.0,4.0,0.0,Low,Wet,Car,62.0,15.0,Daylight,1.0
Foggy,Highway,Evening,3.0,80.0,2.0,0.0,Low,Dry,Van,68.0,21.0,Artificial Light,0.0
Rainy,Highway,Morning,2.0,120.0,1.0,0.0,Low,Wet,Car,67.0,37.0,Daylight,1.0
Rainy,City Road,Evening,1.0,60.0,1.0,0.0,Medium,Wet,Car,46.0,25.0,Daylight,0.0
Clear,Rural Road,Afternoon,2.0,60.0,1.0,0.0,Medium,Dry,Truck,36.0,3.0,Daylight,0.0
Foggy,Intersection,Morning,1.0,30.0,1.0,0.0,Medium,Wet,Truck,19.0,1.0,Daylight,1.0
Cloudy,Rural Road,Night,2.0,100.0,2.0,0.1,Medium,Under Construction,Car,64.0,6.0,Artificial Light,1.0
Foggy,Highway,Evening,4.0,80.0,5.0,0.0,Low,Dry,Car,44.0,14.0,Daylight,1.0
Cloudy,Highway,Morning,1.0,120.0,5.0,0.0,Low,Dry,Car,31.0,4.0,Daylight,1.0
Foggy,Highway,Morning,4.0,100.0,1.0,0.0,Medium,Dry,Car,70.0,30.0,Daylight,0.0
Cloudy,Rural Road,Night,1.0,60.0,4.0,0.0,Medium,Dry,Bus,46.0,22.0,Artificial Light,1.0
Foggy,City Road,Night,3.0,40.0,1.0,0.0,Low,Dry,Car,46.0,18.0,Dark,1.0
Cloudy,Rural Road,Morning,1.0,80.0,4.0,0.0,Low,Dry,Car,32.0,7.0,Daylight,1.0
Cloudy,City Road,Night,1.0,40.0,2.0,0.0,Medium,Dry,Car,64.0,9.0,Dark,1.0
Cloudy,City Road,Afternoon,3.0,50.0,3.0,0.0,Low,Dry,Truck,28.0,2.0,Daylight,0.0
Rainy,Highway,Afternoon,1.0,80.0,2.0,0.0,Low,Icy,Car,41.0,13.0,Daylight,0.0
Clear,Highway,Morning,4.0,80.0,5.0,0.04,Low,Dry,Car,60.0,32.0,Daylight,0.0
Clear,Intersection,Morning,1.0,20.0,5.0,0.0,Low,Dry,Truck,29.0,0.0,Daylight,0.0
Cloudy,Highway,Night,2.0,100.0,2.0,0.0,Low,Dry,Van,47.0,18.0,Artificial Light,1.0
Rainy,Intersection,Morning,1.0,40.0,2.0,0.0,Low,Wet,Bus,51.0,26.0,Daylight,1.0
Foggy,City Road,Evening,3.0,30.0,2.0,0.0,Low,Wet,Car,59.0,38.0,Dawn/Dusk,1.0
Cloudy,City Road,Afternoon,2.0,60.0,5.0,0.0,Low,Dry,Truck,61.0,21.0,Daylight,0.0
Clear,Rural Road,Evening,2.0,60.0,1.0,0.05,Medium,Under Construction,Car,47.0,11.0,Dawn/Dusk,0.0
Clear,City Road,Morning,3.0,40.0,3.0,0.0,Fatal,Under Construction,Car,44.0,3.0,Daylight,1.0
Clear,City Road,Night,1.0,40.0,2.0,0.0,High,Dry,Van,48.0,6.0,Dark,0.0
Cloudy,Rural Road,Afternoon,1.0,60.0,1.0,0.0,High,Dry,Car,45.0,11.0,Dawn/Dusk,0.0
Rainy,Highway,Night,3.0,100.0,1.0,0.0,High,Wet,Van,23.0,3.0,Artificial Light,0.0
Snowy,Rural Road,Morning,1.0,80.0,3.0,0.0,Medium,Wet,Car,70.0,37.0,Daylight,1.0
Clear,Highway,Afternoon,1.0,120.0,4.0,0.13,Medium,Dry,Car,54.0,4.0,Daylight,1.0
Rainy,Highway,Morning,1.0,120.0,3.0,0.0,Low,Icy,Motorcycle,38.0,15.0,Daylight,1.0
Rainy,Highway,Afternoon,3.0,100.0,2.0,0.13,Low,Wet,Car,69.0,47.0,Daylight,1.0
Cloudy,Highway,Night,1.0,100.0,4.0,0.0,Low,Dry,Truck,46.0,15.0,Dark,1.0
Clear,City Road,Evening,1.0,40.0,4.0,0.0,High,Dry,Truck,72.0,22.0,Daylight,0.0
Clear,Rural Road,Evening,2.0,80.0,4.0,0.0,High,Under Construction,Car,38.0,15.0,Daylight,1.0
Foggy,Highway,Night,2.0,120.0,2.0,0.0,Fatal,Wet,Car,26.0,0.0,Dark,1.0
Snowy,City Road,Afternoon,3.0,60.0,2.0,0.0,Medium,Wet,Car,30.0,3.0,Daylight,1.0
Foggy,Highway,Evening,4.0,100.0,2.0,0.09,Medium,Dry,Car,35.0,4.0,Dawn/Dusk,0.0
Rainy,City Road,Evening,1.0,40.0,4.0,0.0,High,Wet,Bus,46.0,13.0,Daylight,1.0
Snowy,Highway,Morning,3.0,100.0,1.0,0.0,Low,Wet,Car,45.0,5.0,Daylight,1.0
Clear,City Road,Evening,1.0,30.0,5.0,0.06,Fatal,Dry,Car,41.0,13.0,Dawn/Dusk,0.0
Foggy,Intersection,Morning,2.0,40.0,1.0,0.07,Fatal,Dry,Truck,45.0,18.0,Daylight,1.0
Clear,Rural Road,Afternoon,2.0,100.0,1.0,0.08,Medium,Dry,Car,40.0,4.0,Daylight,1.0
Clear,City Road,Evening,3.0,50.0,2.0,0.0,Low,Dry,Truck,37.0,5.0,Artificial Light,0.0
Snowy,Intersection,Afternoon,2.0,40.0,5.0,0.0,Low,Wet,Motorcycle,71.0,11.0,Daylight,1.0
Clear,City Road,Night,3.0,30.0,1.0,0.0,High,Dry,Car,72.0,42.0,Dark,1.0
Foggy,Highway,Afternoon,3.0,120.0,3.0,0.0,Low,Dry,Car,24.0,5.0,Daylight,0.0
Clear,Highway,Morning,3.0,100.0,4.0,0.0,Low,Under Construction,Car,73.0,27.0,Daylight,0.0
Clear,Highway,Night,1.0,80.0,3.0,0.0,Fatal,Dry,Motorcycle,63.0,18.0,Dark,1.0
Rainy,Rural Road,Evening,2.0,100.0,5.0,0.0,Low,Wet,Car,30.0,9.0,Artificial Light,1.0
Foggy,Rural Road,Evening,2.0,80.0,1.0,0.0,Medium,Dry,Motorcycle,68.0,9.0,Dawn/Dusk,0.0
Clear,City Road,Evening,3.0,30.0,3.0,0.0,Low,Dry,Car,68.0,9.0,Artificial Light,0.0
Foggy,City Road,Evening,3.0,40.0,3.0,0.0,Medium,Wet,Car,63.0,23.0,Artificial Light,0.0
Cloudy,Intersection,Night,2.0,20.0,4.0,0.0,Low,Dry,Car,40.0,13.0,Artificial Light,1.0
Rainy,Highway,Afternoon,1.0,120.0,5.0,0.0,Low,Icy,Car,19.0,1.0,Daylight,1.0
Cloudy,City Road,Evening,2.0,50.0,5.0,0.0,High,Dry,Car,66.0,33.0,Artificial Light,1.0
Foggy,Intersection,Evening,2.0,20.0,2.0,0.0,Low,Wet,Car,74.0,30.0,Artificial Light,1.0
Clear,Highway,Morning,1.0,80.0,1.0,0.1,Low,Dry,Bus,46.0,13.0,Daylight,1.0
Clear,Highway,Night,4.0,100.0,4.0,0.0,Fatal,Dry,Motorcycle,35.0,11.0,Artificial Light,0.0
Snowy,Highway,Afternoon,1.0,120.0,5.0,0.0,Low,Wet,Car,42.0,8.0,Daylight,1.0
Clear,City Road,Night,1.0,40.0,2.0,0.0,High,Under Construction,Car,70.0,16.0,Artificial Light,1.0
Cloudy,Intersection,Morning,2.0,30.0,3.0,0.0,Low,Dry,Truck,57.0,37.0,Daylight,0.0
Rainy,Rural Road,Afternoon,1.0,80.0,1.0,0.1,Low,Wet,Truck,60.0,25.0,Daylight,1.0
Rainy,City Road,Afternoon,1.0,60.0,3.0,0.0,Low,Icy,Car,58.0,12.0,Daylight,1.0
Clear,Rural Road,Afternoon,1.0,100.0,1.0,0.0,Medium,Dry,Car,73.0,4.0,Daylight,0.0
Cloudy,City Road,Evening,2.0,30.0,1.0,0.15,Low,Dry,Car,19.0,1.0,Artificial Light,1.0
Snowy,Highway,Afternoon,1.0,100.0,3.0,0.0,Low,Icy,Car,31.0,0.0,Daylight,0.0
Clear,Intersection,Morning,2.0,20.0,3.0,0.0,Medium,Dry,Bus,41.0,10.0,Daylight,1.0
Foggy,Highway,Night,1.0,80.0,3.0,0.0,Low,Wet,Car,22.0,3.0,Artificial Light,1.0
Clear,City Road,Afternoon,1.0,40.0,4.0,0.0,Low,Dry,Bus,47.0,11.0,Daylight,0.0
Foggy,Highway,Evening,4.0,120.0,5.0,0.04,Medium,Dry,Van,57.0,39.0,Artificial Light,0.0
Rainy,City Road,Morning,2.0,40.0,1.0,0.12,High,Wet,Truck,61.0,0.0,Daylight,1.0
Clear,City Road,Morning,3.0,60.0,4.0,0.0,Low,Dry,Truck,19.0,1.0,Dawn/Dusk,1.0
Clear,City Road,Evening,3.0,30.0,3.0,0.0,Medium,Under Construction,Car,24.0,1.0,Daylight,0.0
Rainy,City Road,Night,2.0,30.0,2.0,0.0,High,Wet,Car,36.0,4.0,Artificial Light,1.0
Foggy,Highway,Morning,3.0,120.0,4.0,0.0,High,Wet,Car,22.0,2.0,Daylight,1.0
Rainy,Rural Road,Afternoon,2.0,60.0,2.0,0.0,Medium,Wet,Car,60.0,21.0,Dawn/Dusk,1.0
Rainy,City Road,Afternoon,2.0,40.0,2.0,0.0,Low,Icy,Car,69.0,49.0,Daylight,0.0
Clear,Rural Road,Morning,1.0,100.0,4.0,0.0,Low,Under Construction,Car,71.0,19.0,Daylight,0.0
Foggy,Rural Road,Morning,2.0,80.0,5.0,0.0,High,Wet,Car,55.0,36.0,Daylight,0.0
Snowy,Highway,Evening,1.0,100.0,2.0,0.0,Low,Wet,Car,64.0,17.0,Dawn/Dusk,1.0
Clear,City Road,Evening,3.0,40.0,5.0,0.0,Medium,Dry,Van,25.0,4.0,Dawn/Dusk,1.0
Rainy,Intersection,Evening,1.0,40.0,3.0,0.0,Low,Icy,Truck,37.0,14.0,Daylight,0.0
Clear,City Road,Evening,1.0,50.0,1.0,0.0,Low,Dry,Car,39.0,2.0,Artificial Light,0.0
Clear,City Road,Morning,3.0,30.0,2.0,0.0,Low,Under Construction,Motorcycle,41.0,19.0,Dawn/Dusk,1.0
Foggy,City Road,Afternoon,1.0,40.0,1.0,0.0,Low,Wet,Truck,31.0,13.0,Daylight,1.0
Clear,City Road,Night,2.0,40.0,4.0,0.0,Medium,Dry,Bus,32.0,14.0,Artificial Light,1.0
Foggy,Highway,Afternoon,1.0,80.0,1.0,0.0,Low,Dry,Motorcycle,23.0,3.0,Daylight,0.0
Rainy,Intersection,Morning,1.0,30.0,3.0,0.0,Fatal,Wet,Car,47.0,17.0,Daylight,1.0
Rainy,Rural Road,Afternoon,1.0,80.0,1.0,0.0,Low,Wet,Car,51.0,29.0,Daylight,0.0
Clear,City Road,Evening,2.0,60.0,4.0,0.0,High,Under Construction,Car,68.0,17.0,Daylight,1.0
Cloudy,City Road,Night,1.0,30.0,5.0,0.0,Medium,Under Construction,Car,34.0,2.0,Artificial Light,1.0
Foggy,Highway,Evening,4.0,80.0,4.0,0.0,Medium,Wet,Car,41.0,21.0,Artificial Light,1.0
Rainy,Highway,Afternoon,1.0,120.0,2.0,0.0,Low,Wet,Van,38.0,16.0,Daylight,0.0
Rainy,Highway,Evening,1.0,120.0,2.0,0.0,Medium,Wet,Car,56.0,14.0,Daylight,0.0
Clear,Highway,Morning,1.0,120.0,5.0,0.0,High,Dry,Van,55.0,2.0,Daylight,0.0
Cloudy,Highway,Night,3.0,120.0,3.0,0.13,High,Dry,Car,42.0,8.0,Dark,1.0
